timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603269694016,2558,/user/create,201,,Spike Test 1-350,text,true,,321,256,278,278,http://localhost:8082/user/create,2558,0,1
1603269695489,1091,/task/update,202,,Spike Test 1-428,text,true,,293,300,279,279,http://localhost:8082/task/update/2338,1091,0,1
1603269696580,2,/user/delete,204,,Spike Test 1-428,,true,,191,218,279,279,http://localhost:8082/user/delete/2205,0,0,0
1603269696518,68,/user/readall,200,,Spike Test 1-264,text,true,,15233,128,279,279,http://localhost:8082/user/readall,68,0,0
1603269696587,5,/user/update,202,,Spike Test 1-264,text,true,,321,239,279,279,http://localhost:8082/user/update/2521,5,0,0
1603269696593,1,/task/create,201,,Spike Test 1-264,text,true,,293,273,279,279,http://localhost:8082/task/create,1,0,0
1603269696262,382,/user/readall,200,,Spike Test 1-279,text,true,,15173,128,282,282,http://localhost:8082/user/readall,382,0,0
1603269696575,78,/user/readall,200,,Spike Test 1-350,text,true,,15444,128,282,282,http://localhost:8082/user/readall,77,0,0
1603269696547,107,/task/readall,200,,Spike Test 1-262,text,true,,2888,128,282,282,http://localhost:8082/task/readall,107,0,0
1603269696645,10,/user/update,202,,Spike Test 1-279,text,true,,321,239,282,282,http://localhost:8082/user/update/2506,9,0,0
1603269696275,381,/user/create,201,,Spike Test 1-237,text,true,,321,256,283,283,http://localhost:8082/user/create,380,0,1
1603269696296,361,/user/create,201,,Spike Test 1-236,text,true,,321,256,283,283,http://localhost:8082/user/create,360,0,0
1603269696316,341,/user/create,201,,Spike Test 1-235,text,true,,321,256,283,283,http://localhost:8082/user/create,341,0,1
1603269696168,495,/user/readall,200,,Spike Test 1-255,text,true,,15018,128,283,283,http://localhost:8082/user/readall,495,0,0
1603269696327,338,/task/readall,200,,Spike Test 1-458,text,true,,2888,128,283,283,http://localhost:8082/task/readall,337,0,0
1603269696594,72,/task/readall,200,,Spike Test 1-264,text,true,,2888,128,283,283,http://localhost:8082/task/readall,72,0,0
1603269696665,2,/task/update,202,,Spike Test 1-458,text,true,,293,300,283,283,http://localhost:8082/task/update/2381,2,0,0
1603269696666,3,/task/update,202,,Spike Test 1-264,text,true,,293,300,283,283,http://localhost:8082/task/update/2399,3,0,0
1603269696328,345,/task/readall,200,,Spike Test 1-375,text,true,,2888,128,283,283,http://localhost:8082/task/readall,345,0,0
1603269696081,597,/user/readall,200,,Spike Test 1-263,text,true,,15384,128,284,284,http://localhost:8082/user/readall,597,0,0
