timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603268172305,3,/user/create,201,,Stress Test 1-1,text,true,,321,256,1,1,http://localhost:8082/user/create,3,0,1
1603268172309,2,/user/readall,200,,Stress Test 1-1,text,true,,323,128,1,1,http://localhost:8082/user/readall,1,0,0
1603268172311,2,/user/update,202,,Stress Test 1-1,text,true,,321,239,1,1,http://localhost:8082/user/update/1001,2,0,0
1603268172313,2,/task/create,201,,Stress Test 1-1,text,true,,293,273,1,1,http://localhost:8082/task/create,2,0,0
1603268172315,2,/task/readall,200,,Stress Test 1-1,text,true,,295,128,1,1,http://localhost:8082/task/readall,2,0,0
1603268172317,4,/task/update,202,,Stress Test 1-1,text,true,,293,300,1,1,http://localhost:8082/task/update/1001,3,0,0
1603268172321,14,/user/delete,204,,Stress Test 1-1,,true,,191,218,1,1,http://localhost:8082/user/delete/1001,0,0,0
1603268172495,40,/user/create,201,,Stress Test 1-4,text,true,,321,256,3,3,http://localhost:8082/user/create,40,0,1
1603268172714,20,/user/create,201,,Stress Test 1-6,text,true,,321,256,6,6,http://localhost:8082/user/create,20,0,1
1603268172702,32,/user/create,201,,Stress Test 1-7,text,true,,321,256,6,6,http://localhost:8082/user/create,32,0,1
1603268172438,94,/user/create,201,,Stress Test 1-3,text,true,,321,256,3,3,http://localhost:8082/user/create,94,0,0
1603268172556,11,/user/create,201,,Stress Test 1-5,text,true,,321,256,4,4,http://localhost:8082/user/create,9,0,1
1603268172378,30,/user/create,201,,Stress Test 1-2,text,true,,321,256,1,1,http://localhost:8082/user/create,29,0,1
1603268172736,14,/user/create,201,,Stress Test 1-8,text,true,,321,256,7,7,http://localhost:8082/user/create,14,0,1
1603268172735,15,/user/readall,200,,Stress Test 1-7,text,true,,624,128,7,7,http://localhost:8082/user/readall,15,0,0
1603268172736,14,/user/readall,200,,Stress Test 1-5,text,true,,624,128,7,7,http://localhost:8082/user/readall,14,0,0
1603268172720,20,/user/readall,200,,Stress Test 1-4,text,true,,624,128,7,7,http://localhost:8082/user/readall,20,0,0
1603268172736,14,/user/readall,200,,Stress Test 1-2,text,true,,624,128,7,7,http://localhost:8082/user/readall,14,0,0
1603268172735,15,/user/readall,200,,Stress Test 1-6,text,true,,624,128,7,7,http://localhost:8082/user/readall,15,0,0
1603268172735,15,/user/readall,200,,Stress Test 1-3,text,true,,624,128,7,7,http://localhost:8082/user/readall,15,0,0
1603268172751,5,/user/readall,200,,Stress Test 1-8,text,true,,684,128,7,7,http://localhost:8082/user/readall,4,0,0
